지자체코드,지자체,기간,목적,출장국,인원,지출,인당지출,비고
4819000,경남거제시,4.19~4.27,•캐나다 및 미국 활어시장 개척 홍보판촉전 참가 활어 우수성 홍보·판촉 및 신규시장 개척을 통한 수출증대,"캐나다,미국,",1,3.4,3.4,
4819000,경남거제시,5.17~5.26,•해외테마연수 유럽 최고의 교통 인프라를 가진 독일의 교통시설 체험으로 우리시 교통 발전방안 제시,"독일,오스트리아,체코",4,10.0,2.5,
4819000,경남거제시,5.18~5.28,"•해외테마연수 선진국의 문화관광, 도시기반, 복지정책 등 주요 정책의 사례연구를 통하여 시정 정책제안","스페인,영국",4,10.0,2.5,
4819000,경남거제시,6.13~6.23,•제14기 중견리더과정 국외 정책과제 연수 교육생 글로벌 역량강화를 위한 국외정책과제 연수,"미국,페루,브라질,아르헨티나",3,19.0,6.3,
4819000,경남거제시,6.14~6.23,•제37기 고급리더과정 국외정책과제연수 우수사례 벤치마킹을 통한 종합적인 정책역량 배양,미국,1,6.1,6.1,
4819000,경남거제시,6.14~6.23,•도 및 시군 규제개혁 담당자 국외 정책연수 - 선진 우수사례 도입을 통해 규제개혁 대응역량 강화,미국,1,4.4,4.4,
4819000,경남거제시,6.16~6.24,•청렴담당 공무원 선진견학 청렴담당 공무원의 국제적 안목 배양,"캐나다,미국,",1,4.5,4.5,
4819000,경남거제시,6.24~6.28,•제6회 청마 북만주 문학기행 및 백일장 우리시 출신 청마 유치환의 문학적 업적과 시혼을 널리 알림,중국,1,1.1,1.1,
4819000,경남거제시,6.27~7.2,•거제시 수산식품 홍보 판촉전 참가 베트남 소비자 인식제고 및 수출확대,베트남,2,3.3,1.7,
4819000,경남거제시,2017.06.28~07.06,4차 산업혁명대응 선진농업 트렌드 실태조사 공무국외여행 참석,미국,1,4.0,4.0,
4819000,경남거제시,7.3~7.7,•제24기 여성리더양성과정 역사문화탐방 항일독립운동 관련 유적지 탐방으로 공직자로서의 올바른 역사관 확립,일본,1,1.5,1.5,
4819000,경남거제시,7.3~7.7,•경남시군의회기사단 국외연수 해외 견학을 통한 글로벌 의식 함양과 의정활동 전문성 향상,러시아,1,1.6,1.6,
4819000,경남거제시,7.4~7.8,•경남시군의회의장협의회 의장단 수행 의정활동 전문성향상 및 경남 시군의회 간 소통과 화합으로 경남지역 발전기여,일본,3,2.8,0.9,
4819000,경남거제시,7.7~7.14,•2017년 산불방지 담당공무원 해외연수 직무전문성 제고 및 산불방지 대응력 강화,"뉴질랜드,호주",1,4.2,4.2,
4819000,경남거제시,8.1~8.3,•2017년 한일청소년 문화교류단 청소년 문화교류 및 섬꽃축제장 내 야메시 전시관 운영협의,일본,4,3.4,0.9,
4819000,경남거제시,8.28~9.8,•제24기 여성리더양성과정 국외 정책과제 연수 지방 발전방안 모색 및 미래 정책환경 변화에 선제적으로 대비,"프랑스,독일,스위스",1,5.6,5.6,
4819000,경남거제시,8.29~9.6,•농촌진흥공무원 전문능력개발 연수 유기농업 위치와 단체의 발전방안 모색,"덴마크,독일",1,4.5,4.5,
4819000,경남거제시,9.3~9.8,•반려동물 보호 및 관련산업 육성 해외연수 각종 동물보호 현안사업에 대한 개선방안 마련,"태국,싱가포르",1,2.4,2.4,
4819000,경남거제시,9.3~9.8,•제37기 고급리더과정 역사문화탐방 올바른 역사의식과 민족정신을 함양하여 곧은 공직관 성립,일본,1,1.5,1.5,
4819000,경남거제시,9.4~9.8,•동방경제포럼 참가 - 러시아와의 조선분야 협력을 통한 조선산업 활성화 방안 모색,러시아,1,1.8,1.8,시 장
4819000,경남거제시,9.5~9.8,•지심도 방파제 조성 선진지 견학 우수사례 견학 후 지심도 관광기반시설 확충,일본,3,4.6,1.5,
4819000,경남거제시,9.13~9.21,•식물방제관 능력배양 국외연수 식물방제관 전문능력 강화,"프랑스,스페인",2,1.8,0.9,
4819000,경남거제시,9.17~9.22,•두바이 국제 식품 박람회 참석 중동 및 서남아시아 수출판로의 확대,UAE,3,8.4,2.8,
4819000,경남거제시,9.19~9.27,•시군구 지역정보화 공무원 국외연수 정보화 글로벌 마인드 제고 및 인적 네트워크 구축,"네덜란드,스웨덴,핀란드,에스토니아",1,4.1,4.1,
4819000,경남거제시,10.11~10.19,•재해재난 방재정책 해외선진사례 연수 우리시 실정에 맞는 재해재난 방재정책 접목,미국,1,4.3,4.3,
4819000,경남거제시,10.25~10.27,•블라디보스톡 국제협력단 블라디보스토크 시와의 교류협력 체결을 위한 사전방문,러시아,2,2.1,1.1,시 장
4819000,경남거제시,10.23~10.30,•2017년 글로벌 정책 리서치 - 지역 고유의 특성과 자원을 활용하여 국내 지자체의 접목방안을 모색,일본,1,0.7,0.7,
4819000,경남거제시,10.24~11.01,•선진 지적재조사 사업 지적재조사 사업의 효율적인 추진방안 마련,"네덜란드,독일",1,4.2,4.2,
4819000,경남거제시,10.26~10.31,•거제시 해외신시장 개척 마케팅 거제시 농특산물 해외 신시장 개척 지원사업을 통한 수출촉진 활성화 추진,베트남,3,4.4,1.5,
4819000,경남거제시,10.27~11.03,"•2017년 건축,주택업무 국외연수 우리시의 건축분야 발전 및 새로운 건축문화 창출방향 모색","체코,오스트리아헝가리",1,4.3,4.3,
4819000,경남거제시,‘17.11.03 ~ ‘17.11.10,시드니 무역관(KOTRA Sydney) 등 기관방문을 통한 호주의 규제개혁 주요사례 및 관광산업정책 관련 벤치마킹,호주,15,45.0,3.0,
4819000,경남거제시,11.9~11.14,•2017년 거제시의회 국외연수 수행 의원의 원활한 자료수집 활동 등을 보좌,일본,1,1.6,1.6,
4819000,경남거제시,11.12~11.16,•평화통일국제교류사업단 평화통일에 관한 해당 지역의 여론 수렴 및 평화통일에 관한 주민의 합의 도출,인도네시아,2,3.3,1.7,
4819000,경남거제시,11.13~11.20,•2017년 거제시의회 국외연수 수행단 선진국가 관광정책 벤치마킹으로 우리 시 관광인프라 접목,뉴질랜드,2,4.6,2.3,
4819000,경남거제시,11.13~11.21,•행정안전부 지역발전과 유럽연수단 소외된 낙후지역과 과소화되어 있는 농어촌 지역에 대한 국외 사례 조사 분석하여 정책개발 활용,"스페인,포르투갈,스페인",1,4.7,4.7,
4819000,경남거제시,11.15. ~ 11.22,농업기계 박람회와 농업선진국의 농업기계 현황 및 산업동향을 파악하고 이를 국내농업기계 교육에 활용,"독일,이탈리아",1,3.3,3.3,
4819000,경남거제시,11.24~12.02,•2017년 지자체 생산성 대상 국외연수 선진국의 생산성 관리제도 및 우수사례 연구를 통한 업무 전문성 및 생산성 향상,"캐나다,미국,",1,4.8,4.8,
4820000,경남양산시,03.07~03.11,이통장연합회 양산시지회 공무국외연수,중국,1,1.0,1.0,
4820000,경남양산시,03.12~03.17,장애인복지업무 담당공무원 호주 연수,호주,1,2.0,2.0,
4820000,경남양산시,03.23~03.31,교통행정 및 대중교통 선진지 해외 연수,"체코,독일,오스트리아",1,4.0,4.0,
4820000,경남양산시,03.15~03.24,2017년도 예산담당공무원 해외연수,미국,1,4.0,4.0,
4820000,경남양산시,03.27~03.30,선진 육아·여성관련 복지시설 공무국외여행,일본,8,14.0,1.8,단체장
4820000,경남양산시,03.29~04.07,2017년 경관 및 옥외광고물 담당 국외연수,"캐나다,미국",1,5.0,5.0,
4820000,경남양산시,05.11~05.20,모범 및 시책유공 공무원 해외연수,"미국,캐나다",3,10.5,,
4820000,경남양산시,05.17~05.26,모범 및 시책유공 공무원 해외연수,"독일,덴마크,노르웨이,스웨덴,핀란드",16,56.0,,
4820000,경남양산시,05.19~05.27,모범 및 시책유공 공무원 해외연수,"영국,프랑스,스위스,이탈리아",9,31.5,,
4820000,경남양산시,05.20~05.28,모범 및 시책유공 공무원 해외연수,"독일,슬로베니아,크로아티아",2,6.4,,
4820000,경남양산시,05.21~05.25,한일 유소년 해외 축구교류 관련 공무국외여행,중국,1,1.0,1.0,
4820000,경남양산시,06.05~06.13,농어촌지역개발전문가과정 국외 선진지 견학,"오스트리아,슬로바키아,헝가리,체코",1,4.0,4.0,
4820000,경남양산시,06.13~06.23,제14기 중견리더과정 국외연수,"미국,캐나다",2,10.0,5.0,
4820000,경남양산시,06.13~06.23,제14기 중견리더과정 국외연수,"미국,페루,브라질,아르헨티나",2,13.0,6.5,
4820000,경남양산시,06.16~06.24,청렴담당 공무원 선진 국외 연수,"캐나다,미국",1,4.0,4.0,
4820000,경남양산시,06.14~06.23,규제개혁 역량강화 선진 국외 정책연수,미국,1,5.0,5.0,
4820000,경남양산시,06.18~06.28,제17기 중견리더과정 국외정책과제연수,"러시아,노르웨이,스웨덴",1,6.0,6.0,
4820000,경남양산시,06.22~06.24,중소기업대표 해외박람회 참가,일본,1,1.0,1.0,
4820000,경남양산시,06.28~07.06,농촌지도사업 전문능력배양,미국,1,4.0,4.0,
4820000,경남양산시,07.03~07.07,제24기 여성리더양성과정 역사문화탐방,일본,1,2.0,2.0,
4820000,경남양산시,07.03 ~ 07.07,경남시군의회 의장 수행운전원 국외연수,러시아,1,1.7,1.7,
4820000,경남양산시,07.07~07.14,2017년 산불방지 담당공무원 해외연수,"뉴질랜드,호주",1,4.0,4.0,
4820000,경남양산시,‘17.7.6~7.14,의회 국외연수 수행,"일본,호주",6,23.0,3.8,
4820000,경남양산시,07.06~07.09,양산시 모범보육교직원 해외선진시설 연수,일본,1,1.0,1.0,
4820000,경남양산시,08.28~09.01,중견리더과정 역사문화탐방,일본,1,1.0,1.0,
4820000,경남양산시,08.29~09.06,농업인단체 활성화 농촌진흥공무원 전문능력 개발,"독일,덴마크",1,4.0,4.0,
4820000,경남양산시,08.28~09.07,제24기 여성리더양성과정 국외정책과제연수,"캐나다,미국",1,6.0,6.0,
4820000,경남양산시,09.04~09.13,2017 KHCP 정책리더십 아카데미 참석,"핀란드,덴마크,스웨덴,노르웨이",4,23.0,5.8,단체장
4820000,경남양산시,09.04~09.13,화제권역단위 종합정비사업 지역역량가오하 선진지 견학,일본,3,4.0,1.3,
4820000,경남양산시,09.09~09.13.,2017년 공무원 정책개발 발표회 최우수팀 국외연수,싱가포르,3,4.5,,
4820000,경남양산시,09.12~09.15,윤현진선생 자료수집 및 부부총유물 장기대여,일본,3,4.6,1.5,
4820000,경남양산시,09.13.~09.21,식물방제관 전문능력 강화 및 선진농업 기술지도 정보 수집,"프랑스,스페인",1,4.5,,
4820000,경남양산시,09.14~09.22,2017년 정부합동평가 유공공무원 국외연수,"미국,캐나다",1,5.0,5.0,
4820000,경남양산시,09.17~09.23,우즈베키스탄 컨소시엄 공동 현지 설명회 관련 국외출장,우즈베키스탄,1,4.0,4.0,
4820000,경남양산시,10.24~11.01,지적재조사사업 선진지 국외연수,"독일,네덜란드",1,4.0,4.0,
4820000,경남양산시,10.24~10.27,상북면소재지 종합정비사업 지역역량강화 선진지 국외연수,일본,3,4.0,1.3,
4820000,경남양산시,10.27~11.03,2017년 건축업무 담당자 국외연수,"체코,오스트리아,헝가리",1,4.0,4.0,
4820000,경남양산시,11.20~11.23,항노화 우수사례 해외 벤치마킹,일본,5,5.0,1.0,
4820000,경남양산시,11.23~11.30,2017년 의료급여 사업 유공자 공무국외여행,"오스트리아,체코",1,2.0,2.0,
4820000,경남양산시,11.28~11.30,어린이체험실 리모델링 관련 벤치마킹,일본,2,1.3,0.7,
4871000,경남의령군,02.23 ~02.27,2017년 의령군 우수농식품 미국 미국홍보판촉행사,미국,1,3.0,3.0,
4871000,경남의령군,03.06 ~ 03.11,2017 동경국제식품박람회,일본,1,2.0,2.0,
4871000,경남의령군,03.07 ~ 03.11,2017년 의령군 우수 농특산품 라오스 판촉행사,라오스,2,2.0,1.0,
4871000,경남의령군,03.12 ~ 03.17,「선진 장애인편의시설 시찰 및 정책개발」을 위한 장애인복지 업무담당 공무원 호주연수,호주,1,2.0,2.0,
4871000,경남의령군,03.14 ~ 06.09,중국 요성시 파견근무,중국,2,2.0,1.0,
4871000,경남의령군,03.15 ~ 03.24,지방재정제도 선진사례 벤치마킹을 위한 예산담당공무원 해외연수,미국,1,5.0,5.0,
4871000,경남의령군,03.23 ~ 03.31,2017년 교통행정 및 대중교통 선진지 해외연수,"체코,오스트리아,독일",1,4.0,4.0,
4871000,경남의령군,03.29 ~ 04.07,2017년 경관및옥외광고물담당 국외연수,"캐나다,미국,멕시코",2,9.0,4.5,
4871000,경남의령군,05.11 ~ 05.19,2017년 해외 배낭연수팀 여비 (힐링원정대),뉴질랜드,4,6.0,1.5,
4871000,경남의령군,05.17 ~ 05.25,2017년 해외 배낭연수팀 여비아메리카드림 (American Dream),"미국,캐나다",6,12.0,2.0,
4871000,경남의령군,05.20 ~ 05.26,목재생산 선진기술 연수,"포르투갈,스페인",1,2.0,2.0,
4871000,경남의령군,06.05 ~ 06.13,농어촌지역개발 전문가 교육,"오스트리아,헝가리,체코,슬로바키아",1,4.0,4.0,
4871000,경남의령군,07.18 ~ 10.17,중국 요성시 파견근무,중국,2,1.0,0.5,
4871000,경남의령군,06.13 ~ 06.23,제14기 중견리더과정 국외 정책과제 연수,"미국,캐나다",1,18.0,18.0,
4871000,경남의령군,06.13 ~ 07.11,국제협력 KOPIA과정 국외출장,우즈베키스탄,1,6.0,6.0,
4871000,경남의령군,06.14 ~ 06.23,규제개혁 역량강화를 위한 선진 국외 정책연수,미국,1,5.0,5.0,
4871000,경남의령군,06.16 ~ 06.24,청렴담당공무원 선진 국외 연수,"캐나다,미국",1,4.0,4.0,
4871000,경남의령군,06.19 ~ 06.29,제17기 중견리더과정 국외정책과제연수,"독일,오스트리아,체코",1,5.0,5.0,
4871000,경남의령군,06.27 ~ 07.07,Top5 곤충산업 분야 선진 실태파악 국외연수,"스페인,독일",1,4.0,4.0,
4871000,경남의령군,06.28 ~ 07.06,2017년 농촌진흥공무원 전문능력개발(4차 산업혁명대응 선진농업 트랜드 실태조사) 국외 연수,미국,1,4.0,4.0,
4871000,경남의령군,07.03 ~ 07.07,경남시군의회 의장 수행운전원 국외연수,일본,1,2.0,2.0,
4871000,경남의령군,07.04 ~ 07.08,2017년도 경남시군의회의장협의회 국외연수,러시아,1,1.0,1.0,
4871000,경남의령군,07.06 ~ 07.14,017년 해외 배낭연수팀 여비 (4ever),"이탈리아,스위스,프랑스",4,8.0,2.0,
4871000,경남의령군,07.06 ~ 07.14,산림휴양담당(산림레포츠 사례조사),"스위스,프랑스,독일",3,12.0,4.0,
4871000,경남의령군,07.07 ~ 07.14,2017년 산불방지 담당 공무원 해외연수,"뉴질랜드,오스트리아",1,4.0,4.0,
4871000,경남의령군,07.18 ~ 10.17,중국 요성시 파견근무,중국,2,1.0,0.5,
4871000,경남의령군,07.24 ~ 07.28,2017년 청소년 국제교류단,중국,4,4.0,1.0,
4871000,경남의령군,08.08 ~ 08.11,농특산품 수출확대를 위한 베트남 방문,베트남,2,2.0,1.0,
4871000,경남의령군,08.27 ~ 09.04,017년 해외 배낭연수팀 여비 (아테네여신),"터키,그리스",5,10.0,2.0,
4871000,경남의령군,08.28 ~ 09.01,제17기 중견리더과정 역사문화탐방,일본,1,2.0,2.0,
4871000,경남의령군,08.29 ~ 09.06,농업인단체 활성화 선진지 국외연수,"독일,덴마크",1,4.0,4.0,
4871000,경남의령군,09.01 ~ 09.08,지역일자리 목표 공시제 우수 자치단체 해외선진사례 연수,캐나다,1,5.0,5.0,
4871000,경남의령군,09.11 ~ 09.18,귀농귀촌 업무담당자 국외연수,"미국,캐나다",1,3.0,3.0,
4871000,경남의령군,09.13 ~ 09.21,식물방제관 능력배양 국외연수,"프랑스,스페인",1,4.0,4.0,
4871000,경남의령군,09.14 ~ 09.22,2017년 정부합동평가 실적 우수 유공공무원 해외연수,"미국,캐나다",1,5.0,5.0,
4871000,경남의령군,09.19 ~ 09.27,정보화 국외연수,"네덜란드,스웨덴,핀란드,에스토니아",1,4.0,4.0,
4871000,경남의령군,10.11 ~ 10.18,제44회 미국한인축제 의병제전 퍼레이드 참가,미국,9,21.0,2.3,
4871000,경남의령군,10.11 ~ 10.18,미국한인축제 농수산엑스포 해외 판촉행사,미국,3,10.0,3.3,
4871000,경남의령군,10.24 ~ 11.01,선진 지적재조사사업,"독일,네덜란드",1,4.0,4.0,
4871000,경남의령군,10.27 ~ 11.03,2017년 건축·주택업무 담당자 공무 국외 연수,"체코,오스트리아,헝가리",1,4.0,4.0,
4871000,경남의령군,11.15 ~ 11.22,농업기계교육 직무역량 국외연수,"독일,이탈리아",1,3.0,3.0,
4871000,경남의령군,11.20 ~ 11.29,제41회 청백봉사상 수상자 국외연수,"미국,캐나다",1,5.0,5.0,
4871000,경남의령군,11.28 ~ 12.05,2017년 의료급여사업 우수기관 및 유공자 해외연수,"스페인,포르투갈",1,2.0,2.0,
4871000,경남의령군,12.13 ~ 12.17,의령군 산림체험시설 견학단,중국,3,3.0,1.0,
4871000,경남의령군,12.19 ~ 12.22,항노화산업 선진지 견학,일본,4,8.0,2.0,
4871000,경남의령군,03.03.~03.08.,2017년 의령군의회 의원 공무 국외연수,"태국,라오스",7,13.8,2.0,
4871000,경남의령군,10.11.~10.18.,제44회 미국한인축제 참가,미국,1,3.4,3.4,
4872000,경남함안군,2017-03-12~2017-03-17,장애인복지 업무담당 공무원 교육연수,호주,1,2.0,2.0,
4872000,경남함안군,2017-03-15~2017-03-24,예산담당공무원 해외연수,미국,1,5.0,5.0,
4872000,경남함안군,2017-03-23~2017-03-31,교통행정 및 대중교통 선진지 해외연수,"체코,오스트리아,독일",1,4.0,4.0,
4872000,경남함안군,2017-03-29~2017-04-07,경관 및 옥외광고물 담당자 국외연수,"캐나다,미국,멕시코",1,5.0,5.0,
4872000,경남함안군,2017-04-01~2017-04-29,국제협력(KOPIA)국외출장,우즈베키스탄,1,3.0,3.0,
4872000,경남함안군,2017-04-09~2017-04-13,해외문화유적지 답사단,일본,3,3.0,1.0,
4872000,경남함안군,2017-05-16~2017-05-25,해외배낭여행E팀,"이탈리아,스위스,프랑스",5,10.0,2.0,
4872000,경남함안군,2017-05-16~2017-05-25,해외배낭여행C팀,"이탈리아,프랑스",3,6.0,2.0,
4872000,경남함안군,2017-05-19~2017-05-28,2017년 해외배낭여행D팀,"오스트리아,체코,헝가리,독일",3,6.0,2.0,
4872000,경남함안군,2017-06-01~2017-06-09,2017년도 농촌경관업무담당자 해외연수,"스위스,프랑스",1,5.0,5.0,
4872000,경남함안군,2017-06-02~2017-06-10,2017년 해외배낭여행B팀,"이탈리아,체코,오스트리아,크로아티아",5,10.0,2.0,
4872000,경남함안군,2017-06-03~2017-06-10,아동여성안전 지역연대 국외연수,영국,1,4.0,4.0,
4872000,경남함안군,2017-06-05~2017-06-13,농어촌지역개발전문가과정 국외 선진지 견학,"오스트리아,체코,슬로바키아,헝가리",1,4.0,4.0,
4872000,경남함안군,2017-06-11~2017-06-18,2017년도 드림스타트사업 국외연수,"미국,캐나다",1,4.0,4.0,
4872000,경남함안군,2017-06-13~2017-06-23,제14기 중견리더과정 국외정책 과제연수,"러시아,노르웨이,스웨덴,핀란드",1,5.0,5.0,
4872000,경남함안군,2017-06-13~2017-06-23,제14기 중견리더과정 국외정책 과제연수,"스페인,포르투갈",1,5.0,5.0,
4872000,경남함안군,2017-06-13~2017-06-23,제14기 중견리더과정 국외정책 과제연수,"미국,캐나다",1,5.0,5.0,
4872000,경남함안군,2017-06-14~2017-06-23,규제개혁 관련 국외 선진지 견학,미국,2,9.0,4.5,
4872000,경남함안군,2017-06-16~2017-06-24,도 및 시군 청렴담당공무원 선진 국외연수,"미국,캐나다",1,4.0,4.0,
4872000,경남함안군,2017-06-23~2017-06-30,제1차 외국지방세제도비교연수 참가,"노르웨이,스웨덴,핀란드",1,2.0,2.0,
4872000,경남함안군,2017-06-24~2017-07-01,산불방지관리자과정해외연수,호주,1,2.0,2.0,
4872000,경남함안군,2017-06-28~2017-07-06,4차산업혁명대응 선진농업트렌드실태조사,미국,1,4.0,4.0,
4872000,경남함안군,2017-07-03~2017-07-06,해외 정책 비교시찰을 위한 의원 해외연수,일본,3,5.0,1.7,
4872000,경남함안군,2017-07-03~2017-07-07,경남시군의회의장(1호차)수행운전원국외연수,러시아,1,1.0,1.0,
4872000,경남함안군,2017-07-03~2017-07-07,제24기여성리더양성과정역사문화탐방,일본,1,1.0,1.0,
4872000,경남함안군,2017-07-07~2017-07-09,함안말이산고분군 노출전시관 건립국외벤치마킹,일본,1,4.0,4.0,
4872000,경남함안군,2017-07-07~2017-07-14,산불방지담당공무원해외연수,"뉴질랜드,호주",1,4.0,4.0,
4872000,경남함안군,2017-07-10~2017-07-14,몽골 울란바토르시 항올구 나담축제 초청축하 방문단,몽골,6,12.0,2.0,
4872000,경남함안군,2017-07-16~2017-07-20,모범이장해외연수(대상자인솔),베트남,1,1.0,1.0,
4872000,경남함안군,2017-08-02~2017-08-06,2017년도국외독립운동사적지탐방,몽골,2,4.0,2.0,
4872000,경남함안군,2017-08-25~2017-09-01,해외 정책 비교시찰을 위한 의원 해외연수,"체코,오스트리아,독일",3,14.0,4.7,
4872000,경남함안군,2017-08-28~2017-09-07,제24기여성리더양성과정국외정책과제연수,"프랑스,독일,스위스",1,6.0,6.0,
4872000,경남함안군,2017-08-29~2017-09-06,농촌진흥공무원 전문능력개발 공무 국외연수,"덴마크,독일",1,4.0,4.0,
4872000,경남함안군,2017-09-04~2017-09-08,2016년시책업무기관표창유공공무원국외문화탐방,대만,23,35.0,1.5,
4872000,경남함안군,2017-09-13~2017-09-21,식물방제관 능력배양 국외 연수,"프랑스,스페인",1,4.0,4.0,
4872000,경남함안군,2017-09-14~2017-09-23,정부합동평가유공공무원 국외정책연수,"미국,캐나다",1,4.0,4.0,
4872000,경남함안군,2017-10-24~2017-11-01,지적재조사사업 및 토지제도 선진지 국외연수,"독일,네덜란드",1,4.0,4.0,
4872000,경남함안군,2017-10-27~2017-11-03,선진도시 건축정책 및 우수 건축물 벤치마킹,"체코,오스트리아,헝가리",1,4.0,4.0,
4872000,경남함안군,2017-11-01~2017-11-09,자활사업 유공공무원 연수,"미국,캐나다",1,2.0,2.0,
4872000,경남함안군,2017-11-13~2017-11-21,지역균형발전정책개발,"스페인,포르투갈",1,4.0,4.0,
4872000,경남함안군,2017-11-15~2017-11-22,농촌진흥기관 농업기계교육 직무역량 국외연수,"독일,이탈리아,",1,3.0,3.0,
4872000,경남함안군,2017-11-28~2017-12-05,의료급여사업우수기관 및 유공자해외연수,"스페인,포르투갈",1,2.0,2.0,
4872000,경남함안군,2017-12-04~2017-12-05,중국 바이오가스 플랜트 현장답사,중국,1,1.0,1.0,
4872000,경남함안군,2017-12-06~2017-12-09,함안단감 말레이시아 기획판촉행사 추진,말레이시아,3,5.0,1.7,
4873000,경남창녕군,3. 15.~3. 24.,2017년 경남 예산담당 공무원 선진지 국외연수,미국,1,4.4,4.4,
4873000,경남창녕군,3. 22.~3. 30.,지방상수도 현대화사업 업무 추진,"프랑스,영국",1,4.5,4.5,
4873000,경남창녕군,20170322 ~ 20170329,미국 히스패닉계 및 중국계 수요창출을 위한 현지 바이어 요청과,미국,2,5.3,,
4873000,경남창녕군,20170323 ~ 20170328,도시재생사례 견학,"베트남,캄보디아",6,,,
4873000,경남창녕군,3. 23.~3. 31.,교통행정 및 대중교통 선진지 해외연수,"독일,체코,오스트리아",1,3.9,3.9,
4873000,경남창녕군,3. 29.~4. 7.,경관 및 옥외광고물 담당공무원 국외연수,"캐나다,미국,멕시코",1,5.2,5.2,
4873000,경남창녕군,20170424 ~ 20170430,양파농장방문 및 수출상담회 개최,미국,2,8.5,,
4873000,경남창녕군,5. 16.~5. 18.,일본 사쓰마센다이시 우호교류 5주년 기념 대표단 방문,일본,8,3.4,0.4,단체장
4873000,경남창녕군,5. 19.~5. 26.,국외 선진시책 벤치마킹,"프랑스,벨기에,룩셈부르크,네덜란드",12,47.8,4.0,
4873000,경남창녕군,5. 30.~6. 2.,따오기 야생방사 대비 서식지 관련 유기농 이모작 현장답사,일본,3,3.8,1.3,
4873000,경남창녕군,2017. 6. 8. ~ 6. 15.,2016년 지역복지사업 성과 거양 우수공무원 사기 진작 및 해외 선진행정 우수사례 벤치마킹,"호주,뉴질랜드",12,33.5,2.8,
4873000,경남창녕군,6. 13.~6. 23.,제14기 중견리더과정 국외 정책과제 연수,"스페인,포르투갈",2,10.0,5.0,
4873000,경남창녕군,6. 13.~6. 23.,제14기 중견리더과정 국외 정책과제 연수,"미국,페루,브라질,아르헨티나",1,6.6,6.6,
4873000,경남창녕군,6. 14.~6. 23.,경남 규제개혁 담당자 역량강화를 위한 국외연수,미국,1,4.5,4.5,
4873000,경남창녕군,6. 16.~6. 24.,경남 청렴담당 공무원 선진 국외연수,"미국,캐나다",1,4.4,4.4,
4873000,경남창녕군,20170628 ~ 20170706,농촌지도사업에 접목하여,미국,1,3.9,3.9,
4873000,경남창녕군,20170703 ~ 20170708,캄보디아 농업연구개발원 방문,캄보디아,1,4.6,4.6,
4873000,경남창녕군,20170705 ~ 20170714,선진 축산 현장 사례 수집 및 벤치마킹으로,미국,1,4.2,4.2,
4873000,경남창녕군,7. 7.~7. 14.,산불방지 담당공무원 국외연수,"뉴질랜드,호주",1,3.9,3.9,
4873000,경남창녕군,7. 14.~7. 18.,농촌축제 활성화를 위한 해외선진지 국외연수,일본,1,1.7,1.7,
4873000,경남창녕군,20170816 ~ 20170818,일본 사쓰마센다이시와의 청소년 교류,일본,2,1.0,0.5,
4873000,경남창녕군,20170829 ~ 20170902,Natural&Organic 박람회를 활용하여,홍콩,1,2.1,2.1,
4873000,경남창녕군,20170829 ~ 20170906,해외 선진 농업인단체 육성,"덴마크,독일",2,8.4,4.2,
4873000,경남창녕군,09.03.~09.08.,반려동물 보호 및 관련 산업 육성 해외 조사,"대만,싱가포르",1,2.3,2.3,
4873000,경남창녕군,9. 5.~9. 7.,따오기 방사 및 관리 선진사례 벤치마킹,일본,2,2.5,1.3,
4873000,경남창녕군,9. 11.~9. 18.,귀농·귀촌 업무 담당자 국외연수,"미국,캐나다",1,3.0,3.0,
4873000,경남창녕군,20170913 ~ 20170921,식물방제관 전문능력 강화,"프랑스,스페인",1,4.5,4.5,
4873000,경남창녕군,9. 14.~9. 22.,정부합동평가 유공공무원 국외정책연수,"미국,캐나다",1,4.1,4.1,
4873000,경남창녕군,9. 19.~9. 27.,정보화 담당 공무원 국외연수,"네덜란드,스웨덴,핀란드,에스토니아",1,4.8,4.8,
4873000,경남창녕군,9. 21.~9. 23.,일본센다이큰줄다리기 교류,일본,7,3.5,0.5,
4873000,경남창녕군,10. 10.~10. 21.,산불조사감식전문가과정 국외연수,호주,1,1.6,1.6,
4873000,경남창녕군,10. 23.~11. 1.,창녕군 공무원 노사관계 선진 국외연수,"쿠바,미국,캐나다",10,40.0,4.0,
4873000,경남창녕군,10. 24.~11. 1.,지적재조사사업 및 토지제도 운영 선진지 국외연수,"독일,네덜란드",1,4.4,4.4,
4873000,경남창녕군,10. 27.~11. 3.,건축·주택업무 담당자 국외연수,"체코,헝가리,오스트리아",1,4.2,4.2,
4873000,경남창녕군,20171027 ~ 20171028,2017년 제2차 정례회에 대비한 전문지식을 습득하고,일본,9,,,
4873000,경남창녕군,20171107~20171114,외국의 기초연금제도 등 공적 노후소득보장제도,"호주,뉴질랜드",1,,,
4873000,경남창녕군,11. 12.~11. 18.,람사르 습지도시 인증 프로그램 운영을 위한 해외협력 연수,"영국,중국",1,3.2,3.2,
4873000,경남창녕군,20171115 ~ 20171122,해외선진 국제규모의 농업기계 박람회 참관으로,"독일,이탈리아",1,3.2,,
4873000,경남창녕군,11. 21.~11. 23.,따오기 야생방사 대비 견학,일본,7,8.0,1.1,
4873000,경남창녕군,11. 22.~12. 2.,도로명주소 관련 국외 정책연수,"호주,뉴질랜드",1,3.7,3.7,
